SK_ID_CURR;NAME_CAR;PRICE_CAR;DOWN_PAYMENT;PERCENT_DOWN_PAYMENT;INTEREST_RATE;AMT_CREDIT;AMT_ANNUITY;INCOME_TOTAL;TENOR;RATIO_DTI;DATA_BLACKLIST;DEBITUR;AGE;OCCUPATION_TYPE;TOTAL_DEPENDENTS;NAME_HOUSING_TYPE;PARTNER_OCCUPATION;SCOR;TARGET
102733;MAZDA 6;717700000;394735000;55,00%;0,04;322965000;5388224,256;41411666;60;13,0;Tidak Ada;Baru;49;Profesional;3;Milik Sendiri; profesional;100;0
102749;MAZDA CX-3;403300000;229881000;57,00%;0,04;173419000;2893256,118;39099041;60;7,4;Tidak Ada;Baru;23;Profesional;0;Milik Sendiri;Karyawan;100;0
102755;MAZDA 3;583800000;268548000;46,00%;0,06;315252000;8765102,588;17125910;36;51,2;Tidak Ada;Baru;45;Karyawan;1;KPR;Swasta Nasional;63;0
102763; MAZDA CX-5;647700000;252603000;39,00%;0,08;395097000;8244638,794;18349468;48;44,9;Tidak Ada;Baru;46;Karyawan;1;Orang Tua;Karyawan;63;0
102770;MAZDA CX-30;585500000;310315000;53,00%;0,04;275185000;4591081,052;47740388;60;9,6;Tidak Ada;Baru;44;Profesional;1;KPR;Tidak Bekerja;98;0
102772; MAZDA CX-5;647700000;284988000;44,00%;0,06;362712000;6054423,463;42828969;60;14,1;Tidak Ada;Baru;41;Profesional;3;KPR;Karyawan;100;0
102799;MAZDA CX-8;828800000;439264000;53,00%;0,04;389536000;8121962,586;16742637;48;48,5;Tidak Ada;Baru;25;Karyawan;0;KPR;Karyawan;63;0
102838;MAZDA MX-30 EV;860000000;464400000;54,00%;0,04;395600000;6600038,753;17362746;60;38,0;Tidak Ada;Lama;29;Karyawan;0;Orang Tua;Karyawan;78;0
102854;MAZDA CX-8;828800000;381248000;46,00%;0,06;447552000;7470580,873;15076532;60;49,6;Ada;Baru;35;Karyawan;2;KPR;Tidak Bekerja;33;1
102862; MAZDA CX-5;647700000;291465000;45,00%;0,06;356235000;5946308,758;25480569;60;23,3;Tidak Ada;Baru;39;Profesional;3;KPR;Karyawan;100;0
102863;MAZDA 3;583800000;309414000;53,00%;0,04;274386000;11437514,25;31255875;24;36,6;Tidak Ada;Baru;48;Profesional;2;Milik Sendiri; profesional;83;0
102867;MAZDA 2;371100000;204105000;55,00%;0,04;166995000;3481904,476;32069029;48;10,9;Tidak Ada;Baru;52;Profesional;2;KPR;Tidak Bekerja;100;0
102868;MAZDA MX-5;943300000;339588000;36,00%;0,08;603712000;16790468,55;37941068;36;44,3;Tidak Ada;Baru;41;Profesional;2;Milik Sendiri;Tidak Bekerja;70;0
102878;MAZDA 6;717700000;352726000;49,15%;0,06;364974000;6092180,983;8610022;60;70,8;Tidak Ada;Baru;23;Swasta Nasional;0;Sewa;Tidak Bekerja;55;1
102887;MAZDA CX-9;955500000;286650000;30,00%;0,12;668850000;13968540,96;47106827;48;29,7;Ada;Baru;39;Profesional;1;KPR; profesional;70;0
102898;MAZDA MX-30 EV;860000000;301000000;35,00%;0,08;559000000;9335622,974;46251159;60;20,2;Tidak Ada;Baru;52;Profesional;3;Milik Sendiri; profesional;98;0
102904;MAZDA CX-30;585500000;204925000;35,00%;0,08;380575000;6355822,385;28835942;60;22,0;Tidak Ada;Baru;45;Profesional;1;Milik Sendiri; profesional;98;0
102912;MAZDA CX-9;955500000;420420000;44,00%;0,06;535080000;11161161,04;17907608;48;62,3;Tidak Ada;Lama;47;Karyawan;3;KPR;Tidak Bekerja;63;0
102919; MAZDA CX-5;647700000;382143000;59,00%;0,04;265557000;4430451,191;6821532;60;64,9;Tidak Ada;Baru;32;Wiraswasta;2;Sewa;Wiraswasta;51;1
102927;MAZDA MX-30 EV;860000000;490200000;57,00%;0,04;369800000;7710460,046;36485730;48;21,1;Tidak Ada;Baru;23;Profesional;1;KPR;Tidak Bekerja;98;0
102932;MAZDA CX-3;403300000;181485000;45,00%;0,04;221815000;3700676,431;5326566;60;69,5;Tidak Ada;Baru;31;Wiraswasta;2;Sewa;Tidak Bekerja;51;1
102933;MAZDA CX-3;403300000;241980000;60,00%;0,04;161320000;6724467,719;24295851;24;27,7;Tidak Ada;Baru;54;Profesional;3;Milik Sendiri;Karyawan;100;0
102935;MAZDA CX-8;828800000;381248000;46,00%;0,06;447552000;9335426,373;24815906;48;37,6;Tidak Ada;Lama;37;Profesional;2;KPR;Tidak Bekerja;83;0
102958;MAZDA CX-3;403300000;149221000;37,00%;0,08;254079000;4243266,099;8248607;60;51,4;Tidak Ada;Lama;48;Swasta Nasional;3;Orang Tua;Tidak Bekerja;55;1
102969; MAZDA CX-5;647700000;246126000;38,00%;0,08;401574000;6706517,818;11056365;60;60,7;Tidak Ada;Baru;42;Karyawan;3;KPR;Tidak Bekerja;65;0
102971;MAZDA CX-30;585500000;193215000;33,00%;0,08;392285000;16358832,82;40125916;24;40,8;Tidak Ada;Baru;31;Profesional;2;KPR; profesional;68;0
102975;MAZDA MX-5;943300000;367887000;39,00%;0,08;575413000;9609729,557;20917567;60;45,9;Tidak Ada;Lama;37;Profesional;1;KPR;Tidak Bekerja;68;0
102979;MAZDA 3;583800000;204330000;35,00%;0,08;379470000;6337368,247;34884302;60;18,2;Tidak Ada;Baru;44;Profesional;1;KPR;Karyawan;98;0
102982;MAZDA CX-9;955500000;382200000;40,00%;0,08;573300000;11963268,31;21160704;48;56,5;Tidak Ada;Lama;39;Profesional;1;Milik Sendiri;Tidak Bekerja;68;0
102987;MAZDA CX-60;1188800000;475520000;40,00%;0,08;713280000;11912188,11;16509209;60;72,2;Tidak Ada;Baru;46;Karyawan;1;Orang Tua;Tidak Bekerja;63;0
102989;MAZDA 6;717700000;272726000;38,00%;0,08;444974000;12375639,3;36609086;36;33,8;Tidak Ada;Lama;34;Profesional;1;Milik Sendiri;Karyawan;83;0
102995;MAZDA CX-9;955500000;525525000;55,00%;0,04;429975000;8965129,957;32112209;48;27,9;Tidak Ada;Baru;45;Profesional;3;KPR;Karyawan;100;0
102996;MAZDA CX-3;403300000;237947000;59,00%;0,04;165353000;6892579,412;38235392;24;18,0;Tidak Ada;Baru;41;Profesional;2;KPR; profesional;98;0
103000; MAZDA CX-5;647700000;265557000;41,00%;0,06;382143000;6378767,577;10892013;60;58,6;Tidak Ada;Baru;48;Karyawan;2;Orang Tua;Tidak Bekerja;65;0
103001; MAZDA CX-5;647700000;233172000;36,00%;0,08;414528000;8650112,833;21177320;48;40,8;Tidak Ada;Baru;42;Profesional;3;KPR;Tidak Bekerja;68;0
103004;MAZDA CX-9;955500000;382200000;40,00%;0,08;573300000;9574441,236;17406476;60;55,0;Tidak Ada;Baru;27;Karyawan;1;Sewa;Tidak Bekerja;63;0
103010;MAZDA MX-5;943300000;547114000;58,00%;0,04;396186000;6609815,352;9096808;60;72,7;Tidak Ada;Baru;35;Swasta Nasional;1;Orang Tua;Tidak Bekerja;55;1
103025;MAZDA MX-5;943300000;415052000;44,00%;0,06;528248000;11018653,28;42300678;48;26,0;Tidak Ada;Baru;36;Profesional;3;KPR;Tidak Bekerja;98;0
103029;MAZDA CX-3;403300000;209716000;52,00%;0,04;193584000;5380650;39197266;36;13,7;Tidak Ada;Baru;29;Profesional;1;Milik Sendiri;Tidak Bekerja;100;0
103046;MAZDA MX-5;943300000;481083000;51,00%;0,04;462217000;7711451,244;24005163;60;32,1;Tidak Ada;Baru;45;Profesional;3;Milik Sendiri;Tidak Bekerja;83;0
103056;MAZDA CX-3;403300000;241980000;60,00%;0,04;161320000;2691401,04;15969076;60;16,9;Tidak Ada;Lama;53;Karyawan;1;Sewa;Swasta Nasional;93;0
103062;MAZDA 2;371100000;133596000;36,00%;0,08;237504000;3966454,023;20682235;60;19,2;Tidak Ada;Baru;40;Profesional;2;Milik Sendiri;Tidak Bekerja;100;0
103078;MAZDA CX-30;585500000;298605000;51,00%;0,04;286895000;4786446,203;11693133;60;40,9;Tidak Ada;Lama;47;Karyawan;2;Orang Tua;Tidak Bekerja;63;0
103083;MAZDA 6;717700000;330142000;46,00%;0,06;387558000;16158344,59;39731311;24;40,7;Tidak Ada;Baru;32;Profesional;1;KPR;Tidak Bekerja;68;0
103092;MAZDA CX-60;1188800000;618176000;52,00%;0,04;570624000;15860443,15;47124368;36;33,7;Tidak Ada;Baru;30;Profesional;3;KPR;Tidak Bekerja;83;0
103096;MAZDA 6;717700000;236841000;33,00%;0,08;480859000;10034266,94;33614976;48;29,9;Tidak Ada;Baru;45;Profesional;3;KPR;Tidak Bekerja;98;0
103097;MAZDA CX-8;828800000;483405948,7;58,33%;0,04;345394051,3;5762421,95;8567333;60;67,3;Tidak Ada;Baru;49;Swasta Nasional;2;KPR;Swasta Nasional;55;1
103102;MAZDA MX-30 EV;860000000;292400000;34,00%;0,08;567600000;9479247,943;26881262;60;35,3;Tidak Ada;Baru;44;Profesional;2;KPR;Tidak Bekerja;85;0
103112;MAZDA 6;717700000;279903000;39,00%;0,08;437797000;12176032,21;33380909;36;36,5;Tidak Ada;Lama;32;Profesional;3;KPR; profesional;83;0
103132;MAZDA CX-8;828800000;306656000;37,00%;0,08;522144000;10895776,68;38315914;48;28,4;Tidak Ada;Lama;24;Profesional;0;KPR;Tidak Bekerja;98;0
103144;MAZDA 3;583800000;286062000;49,00%;0,06;297738000;4969871,228;49284342;60;10,1;Tidak Ada;Baru;28;Profesional;1;Milik Sendiri;Tidak Bekerja;100;0
103145;MAZDA CX-3;403300000;233914000;58,00%;0,04;169386000;4708068,75;23965476;36;19,6;Tidak Ada;Lama;28;Profesional;0;Milik Sendiri;Tidak Bekerja;98;0
103146;MAZDA CX-8;828800000;381248000;46,00%;0,06;447552000;9335426,373;18912596;48;49,4;Tidak Ada;Baru;28;Karyawan;1;Orang Tua;Tidak Bekerja;63;0
103147;MAZDA 6;717700000;395600000;55,12%;0,04;322100000;5373792,928;9365288;60;57,4;Tidak Ada;Baru;46;Swasta Nasional;2;KPR;Swasta Nasional;55;1
103158;MAZDA MX-30 EV;860000000;516000000;60,00%;0,04;344000000;5739164,133;40902966;60;14,0;Tidak Ada;Baru;28;Profesional;1;Milik Sendiri;Karyawan;98;0
103171;MAZDA MX-30 EV;860000000;464400000;54,00%;0,04;395600000;6600038,753;49427816;60;13,4;Tidak Ada;Baru;37;Profesional;2;Milik Sendiri;Karyawan;98;0
103173;MAZDA MX-5;943300000;500485000;53,06%;0,04;442815000;7387755,714;12119953;60;61,0;Tidak Ada;Baru;28;Karyawan;1;Sewa;Karyawan;63;0
103184;MAZDA CX-9;955500000;286650000;30,00%;0,12;668850000;11181533,31;32659327;60;34,2;Tidak Ada;Baru;27;Profesional;0;KPR;Tidak Bekerja;85;0
103195;MAZDA CX-8;828800000;381248000;46,00%;0,06;447552000;7470580,873;31900097;60;23,4;Tidak Ada;Baru;38;Profesional;3;Milik Sendiri;Karyawan;98;0
103196;MAZDA CX-3;403300000;173419000;43,00%;0,06;229881000;4795056,552;28292754;48;16,9;Tidak Ada;Baru;42;Profesional;1;Milik Sendiri; profesional;100;0
103206;MAZDA MX-5;943300000;339588000;36,00%;0,08;603712000;12597887,04;37460443;48;33,6;Tidak Ada;Lama;33;Profesional;2;KPR; profesional;83;0
103230;MAZDA MX-5;943300000;311289000;33,00%;0,08;632011000;10554948,86;48084615;60;22,0;Tidak Ada;Baru;51;Profesional;3;Milik Sendiri;Karyawan;98;0
103231;MAZDA CX-30;585500000;351300000;60,00%;0,04;234200000;3907303,023;8202431;60;47,6;Tidak Ada;Baru;47;Swasta Nasional;2;Sewa;Swasta Nasional;57;1
103232;MAZDA 2;371100000;129885000;35,00%;0,08;241215000;4028429,867;35382944;60;11,4;Tidak Ada;Baru;46;Profesional;3;KPR;Tidak Bekerja;100;0
103239;MAZDA MX-30 EV;860000000;464400000;54,00%;0,04;395600000;6600038,753;9386809;60;70,3;Tidak Ada;Lama;53;Swasta Nasional;3;Sewa;Wiraswasta;55;1
103240;MAZDA CX-9;955500000;563745000;59,00%;0,04;391755000;6535890,247;9474064;60;69,0;Tidak Ada;Baru;38;Swasta Nasional;1;Sewa;Swasta Nasional;55;1
103243; MAZDA CX-5;647700000;336804000;52,00%;0,04;310896000;8641326,569;49465653;36;17,5;Tidak Ada;Baru;45;Profesional;1;KPR;Tidak Bekerja;98;0
103252;MAZDA 3;583800000;320722000;54,94%;0,04;263078000;4389092,505;6064816;60;72,4;Tidak Ada;Lama;32;Wiraswasta;2;Sewa;Wiraswasta;51;1
103258;MAZDA CX-9;955500000;535080000;56,00%;0,04;420420000;8765904,847;49271322;48;17,8;Tidak Ada;Lama;32;Profesional;2;Milik Sendiri;Karyawan;100;0
103259;MAZDA CX-9;955500000;296205000;31,00%;0,08;659295000;11010607,42;16544727;60;66,6;Tidak Ada;Lama;50;Karyawan;3;Orang Tua;Tidak Bekerja;63;0
103279;MAZDA CX-60;1188800000;392304000;33,00%;0,08;796496000;16620783,81;39194234;48;42,4;Tidak Ada;Baru;31;Profesional;2;KPR; profesional;70;0
103280;MAZDA CX-3;403300000;205683000;51,00%;0,04;197617000;5492746,875;44623035;36;12,3;Tidak Ada;Baru;38;Profesional;2;Milik Sendiri;Tidak Bekerja;98;0
103286; MAZDA CX-5;647700000;343281000;53,00%;0,04;304419000;8461298,932;23123447;36;36,6;Tidak Ada;Lama;45;Profesional;3;KPR;Tidak Bekerja;83;0
103287;MAZDA 3;583800000;204330000;35,00%;0,08;379470000;6337368,247;10668953;60;59,4;Tidak Ada;Baru;43;Karyawan;2;KPR;Swasta Nasional;65;0
103290;MAZDA 2;371100000;141018000;38,00%;0,08;230082000;3842502,335;45798302;60;8,4;Tidak Ada;Baru;43;Profesional;3;Milik Sendiri;Tidak Bekerja;100;0
103298;MAZDA 6;717700000;409089000;57,00%;0,04;308611000;5148747,623;48391417;60;10,6;Tidak Ada;Baru;48;Profesional;3;KPR;Tidak Bekerja;98;0
103315;MAZDA CX-60;1188800000;534960000;45,00%;0,06;653840000;10913959,94;19008776;60;57,4;Tidak Ada;Baru;24;Karyawan;1;Orang Tua;Karyawan;63;0
103319;MAZDA CX-9;955500000;515970000;54,00%;0,04;439530000;7332950,033;10257473;60;71,5;Tidak Ada;Baru;47;Karyawan;3;Sewa;Swasta Nasional;63;0
103334;MAZDA CX-3;403300000;185518000;46,00%;0,06;217782000;9079922,493;39094097;24;23,2;Tidak Ada;Baru;35;Profesional;3;Milik Sendiri;Tidak Bekerja;98;0
103336;MAZDA MX-5;943300000;471650000;50,00%;0,06;471650000;7872826,998;18033375;60;43,7;Tidak Ada;Lama;40;Karyawan;1;KPR;Swasta Nasional;63;0
103345;MAZDA 3;583800000;344442000;59,00%;0,04;239358000;6652934,244;17731445;36;37,5;Tidak Ada;Lama;29;Karyawan;0;Orang Tua;Tidak Bekerja;78;0
103368;MAZDA 2;371100000;186816000;50,34%;0,04;184284000;3074523,613;7703821;60;39,9;Tidak Ada;Lama;30;Wiraswasta;1;Sewa;Wiraswasta;66;0
103371;MAZDA MX-5;943300000;509382000;54,00%;0,04;433918000;9047342,894;25163101;48;36,0;Tidak Ada;Baru;29;Profesional;1;KPR;Tidak Bekerja;83;0
103377;MAZDA 2;371100000;141018000;38,00%;0,08;230082000;6399052,171;37934156;36;16,9;Tidak Ada;Lama;24;Profesional;0;KPR;Tidak Bekerja;98;0
103398;MAZDA 3;583800000;274386000;47,00%;0,06;309414000;5164768,139;16108700;60;32,1;Tidak Ada;Baru;46;Karyawan;1;KPR;Tidak Bekerja;78;0
103404;MAZDA 2;371100000;218949000;59,00%;0,04;152151000;3172401,856;38941559;48;8,1;Tidak Ada;Baru;53;Profesional;1;KPR; profesional;98;0
103408;MAZDA CX-8;828800000;488992000;59,00%;0,04;339808000;5669226,412;10665091;60;53,2;Tidak Ada;Baru;45;Karyawan;3;Orang Tua;Tidak Bekerja;63;0
103410;MAZDA CX-60;1188800000;594400000;50,00%;0,06;594400000;16526388,34;37584777;36;44,0;Tidak Ada;Baru;51;Profesional;3;Milik Sendiri; profesional;68;0
103418;MAZDA CX-9;955500000;506415000;53,00%;0,04;449085000;7492361,99;46318274;60;16,2;Tidak Ada;Baru;42;Profesional;1;KPR;Tidak Bekerja;98;0
103420;MAZDA MX-30 EV;860000000;335400000;39,00%;0,08;524600000;10947026,96;27550448;48;39,7;Tidak Ada;Baru;50;Profesional;3;KPR; profesional;83;0
103432;MAZDA CX-60;1188800000;630064000;53,00%;0,04;558736000;9321737,241;16227912;60;57,4;Tidak Ada;Baru;46;Karyawan;3;Orang Tua;Karyawan;63;0
103433;MAZDA 2;371100000;200394000;54,00%;0,04;170706000;7115714,025;34939527;24;20,4;Tidak Ada;Baru;29;Profesional;1;KPR;Tidak Bekerja;100;0
103436;MAZDA CX-60;1188800000;439856000;37,00%;0,08;748944000;12507797,52;20106335;60;62,2;Tidak Ada;Baru;53;Profesional;2;Milik Sendiri;Tidak Bekerja;68;0
103440;MAZDA CX-60;1188800000;558736000;47,00%;0,06;630064000;13142419,39;33525949;48;39,2;Tidak Ada;Baru;35;Profesional;1;Milik Sendiri;Tidak Bekerja;83;0
103453;MAZDA CX-8;828800000;348096000;42,00%;0,06;480704000;8023957,234;47256677;60;17,0;Ada;Lama;46;Profesional;1;KPR; profesional;68;0
103459;MAZDA 2;371100000;192972000;52,00%;0,04;178128000;2971819,269;38611752;60;7,7;Tidak Ada;Baru;44;Profesional;3;Milik Sendiri;Tidak Bekerja;98;0
103460;MAZDA CX-60;1188800000;677616000;57,00%;0,04;511184000;10658366,17;37724650;48;28,3;Tidak Ada;Lama;31;Profesional;2;Milik Sendiri;Karyawan;98;0
103461;MAZDA 2;371100000;178128000;48,00%;0,06;192972000;3221107,116;48849497;60;6,6;Tidak Ada;Baru;24;Profesional;1;Milik Sendiri; profesional;98;0
103462;MAZDA 3;583800000;338604000;58,00%;0,04;245196000;4090756,072;19350341;60;21,1;Tidak Ada;Lama;26;Karyawan;1;KPR;Tidak Bekerja;93;0
103473;MAZDA MX-5;943300000;565980000;60,00%;0,04;377320000;7867254,69;14144625;48;55,6;Tidak Ada;Baru;38;Karyawan;3;Sewa;Karyawan;63;0
103474;MAZDA CX-8;828800000;400528000;48,33%;0,06;428272000;7148757,265;15935280;60;44,9;Tidak Ada;Baru;53;Karyawan;1;Orang Tua;Karyawan;63;0
103475;MAZDA CX-3;403300000;185518000;46,00%;0,06;217782000;6055097,42;29982203;36;20,2;Tidak Ada;Lama;29;Profesional;1;KPR;Karyawan;98;0
103478;MAZDA MX-5;943300000;415052000;44,00%;0,06;528248000;22024092,43;49676815;24;44,3;Tidak Ada;Baru;49;Profesional;1;Milik Sendiri;Tidak Bekerja;70;0
103480;MAZDA 3;583800000;321090000;55,00%;0,04;262710000;4382952,934;6328295;60;69,3;Tidak Ada;Baru;53;Wiraswasta;1;Sewa;Tidak Bekerja;51;1
103484;MAZDA CX-8;828800000;323232000;39,00%;0,08;505568000;10549879,01;21354032;48;49,4;Tidak Ada;Baru;23;Profesional;1;KPR;Tidak Bekerja;70;0
103494;MAZDA MX-5;943300000;528248000;56,00%;0,04;415052000;6924568,464;34537579;60;20,0;Tidak Ada;Baru;50;Profesional;2;Milik Sendiri;Tidak Bekerja;100;0
103513;MAZDA CX-60;1188800000;630064000;53,00%;0,04;558736000;15530017,25;45128413;36;34,4;Tidak Ada;Lama;42;Profesional;2;Milik Sendiri; profesional;83;0
103515;MAZDA 2;371100000;196683000;53,00%;0,04;174417000;4847904,946;19493901;36;24,9;Tidak Ada;Baru;33;Karyawan;1;Sewa;Swasta Nasional;93;0
103516;MAZDA MX-5;943300000;282990000;30,00%;0,12;660310000;11038765,43;17597862;60;62,7;Tidak Ada;Baru;23;Karyawan;0;Orang Tua;Karyawan;63;0
103525;MAZDA CX-30;585500000;252571826,7;43,14%;0,06;332928173,3;5557268,974;8642540;60;64,3;Tidak Ada;Baru;47;Swasta Nasional;2;Orang Tua;Swasta Nasional;55;1
103541; MAZDA CX-5;647700000;284988000;44,00%;0,06;362712000;6054423,463;36680548;60;16,5;Tidak Ada;Lama;47;Profesional;3;KPR; profesional;98;0
103544; MAZDA CX-5;647700000;272034000;42,00%;0,06;375666000;6270652,872;11514739;60;54,5;Tidak Ada;Lama;49;Karyawan;1;KPR;Tidak Bekerja;65;0
103562;MAZDA CX-8;828800000;439264000;53,00%;0,04;389536000;6498869,301;34642954;60;18,8;Tidak Ada;Baru;33;Profesional;2;Milik Sendiri;Tidak Bekerja;98;0
103570;MAZDA MX-30 EV;860000000;283800000;33,00%;0,08;576200000;16025303,42;49245530;36;32,5;Tidak Ada;Baru;55;Profesional;2;KPR; profesional;83;0
103572;MAZDA 6;717700000;351673000;49,00%;0,06;366027000;10176824,27;18777218;36;54,2;Tidak Ada;Lama;51;Karyawan;3;Sewa;Tidak Bekerja;65;0
103574;MAZDA CX-60;1188800000;439856000;37,00%;0,08;748944000;12507797,52;33641691;60;37,2;Tidak Ada;Lama;49;Profesional;1;Milik Sendiri; profesional;85;0
103575;MAZDA MX-30 EV;860000000;301000000;35,00%;0,08;559000000;9335622,974;21807986;60;42,8;Ada;Baru;43;Profesional;2;Milik Sendiri;Tidak Bekerja;40;1
103591;MAZDA CX-9;955500000;482585370,1;50,51%;0,04;472914629,9;7889926,4;11824979;60;66,7;Tidak Ada;Baru;30;Karyawan;3;Sewa;Tidak Bekerja;63;0
103594;MAZDA 3;583800000;309414000;53,00%;0,04;274386000;5721044,592;39329250;48;14,5;Tidak Ada;Lama;32;Profesional;1;KPR; profesional;98;0
103609;MAZDA CX-8;828800000;290080000;35,00%;0,08;538720000;8996935,257;12749928;60;70,6;Tidak Ada;Baru;35;Karyawan;3;Orang Tua;Tidak Bekerja;63;0
103613;MAZDA MX-5;943300000;424485000;45,00%;0,06;518815000;8660109,698;28160243;60;30,8;Tidak Ada;Baru;48;Profesional;2;KPR; profesional;83;0
103614;MAZDA CX-60;1188800000;713280000;60,00%;0,04;475520000;13217035,95;25421255;36;52,0;Tidak Ada;Lama;33;Profesional;1;Milik Sendiri;Tidak Bekerja;68;0
103615;MAZDA CX-30;585500000;322025000;55,00%;0,04;263475000;7323264,107;22002771;36;33,3;Tidak Ada;Lama;32;Profesional;3;Milik Sendiri;Tidak Bekerja;85;0
103624;MAZDA 6;717700000;258372000;36,00%;0,08;459328000;7671042,986;36943406;60;20,8;Tidak Ada;Baru;52;Profesional;3;KPR;Karyawan;100;0
103625;MAZDA MX-5;943300000;330155000;35,00%;0,08;613145000;10239875,76;46790082;60;21,9;Tidak Ada;Baru;42;Profesional;1;KPR;Tidak Bekerja;98;0
103628;MAZDA CX-9;955500000;286650000;30,00%;0,12;668850000;13968540,96;42985558;48;32,5;Tidak Ada;Baru;34;Profesional;3;Milik Sendiri;Karyawan;85;0
103629;MAZDA 3;583800000;256872000;44,00%;0,06;326928000;6819346,743;48295327;48;14,1;Tidak Ada;Baru;33;Profesional;1;Milik Sendiri;Karyawan;100;0
103647;MAZDA 3;583800000;262710000;45,00%;0,06;321090000;5359665,05;47980598;60;11,2;Tidak Ada;Baru;35;Profesional;3;Milik Sendiri;Tidak Bekerja;98;0
103648;MAZDA 3;583800000;309414000;53,00%;0,04;274386000;4577750,842;6419517;60;71,3;Tidak Ada;Baru;36;Wiraswasta;0;Sewa;Tidak Bekerja;51;1
103651;MAZDA CX-60;1188800000;475520000;40,00%;0,08;713280000;19837779,28;34266370;36;57,9;Ada;Baru;55;Profesional;3;Milik Sendiri;Karyawan;38;1
103658;MAZDA MX-30 EV;860000000;301000000;35,00%;0,08;559000000;9335622,974;37996207;60;24,6;Tidak Ada;Lama;29;Profesional;0;Milik Sendiri; profesional;98;0
103668;MAZDA 3;583800000;297738000;51,00%;0,04;286062000;4772548,75;30791833;60;15,5;Tidak Ada;Baru;24;Profesional;1;KPR;Tidak Bekerja;98;0
103669;MAZDA 6;717700000;409089000;57,00%;0,04;308611000;8577815,198;20023960;36;42,8;Tidak Ada;Baru;45;Profesional;1;KPR;Tidak Bekerja;68;0
103676;MAZDA CX-9;955500000;563745000;59,00%;0,04;391755000;10888795,26;22727378;36;47,9;Tidak Ada;Baru;52;Profesional;2;Milik Sendiri;Tidak Bekerja;68;0
103682;MAZDA CX-60;1188800000;380416000;32,00%;0,08;808384000;13500479,86;46594679;60;29,0;Tidak Ada;Lama;24;Profesional;0;KPR;Karyawan;98;0
103683;MAZDA MX-5;943300000;311289000;33,00%;0,08;632011000;10554948,86;21884121;60;48,2;Tidak Ada;Lama;24;Profesional;1;KPR;Tidak Bekerja;70;0
103689;MAZDA 6;717700000;416266000;58,00%;0,04;301434000;6285004,904;11538586;48;54,5;Tidak Ada;Baru;33;Karyawan;3;Orang Tua;Tidak Bekerja;65;0
103725;MAZDA 6;717700000;251195000;35,00%;0,08;466505000;9734736,585;29649892;48;32,8;Tidak Ada;Lama;52;Profesional;3;KPR;Karyawan;83;0
103733;MAZDA 2;371100000;222660000;60,00%;0,04;148440000;2476516,058;33573286;60;7,4;Tidak Ada;Lama;32;Profesional;3;Milik Sendiri;Karyawan;98;0
103744;MAZDA CX-30;585500000;199070000;34,00%;0,08;386430000;6453604,268;10224326;60;63,1;Tidak Ada;Baru;39;Karyawan;3;Sewa;Swasta Nasional;63;0
103762;MAZDA 3;583800000;309414000;53,00%;0,04;274386000;5721044,592;44172273;48;13,0;Ada;Baru;38;Profesional;1;KPR;Tidak Bekerja;68;0
103771; MAZDA CX-5;647700000;207264000;32,00%;0,08;440436000;7355535,671;16052490;60;45,8;Tidak Ada;Lama;42;Karyawan;3;Orang Tua;Tidak Bekerja;63;0
103773;MAZDA MX-30 EV;860000000;455800000;53,00%;0,04;404200000;11234702,92;28750971;36;39,1;Tidak Ada;Baru;40;Profesional;3;KPR; profesional;83;0
103783;MAZDA CX-9;955500000;468195000;49,00%;0,06;487305000;13548774,68;39218464;36;34,5;Tidak Ada;Lama;50;Profesional;3;Milik Sendiri;Tidak Bekerja;85;0
103784;MAZDA 3;583800000;344442000;59,00%;0,04;239358000;6652934,244;11878831;36;56,0;Tidak Ada;Baru;32;Karyawan;2;KPR;Swasta Nasional;63;0
103808;MAZDA CX-3;403300000;193584000;48,00%;0,06;209716000;5830834,552;23864952;36;24,4;Tidak Ada;Baru;30;Profesional;1;KPR; profesional;98;0
103812; MAZDA CX-5;647700000;213741000;33,00%;0,08;433959000;9055586,872;33997393;48;26,6;Tidak Ada;Baru;26;Profesional;0;KPR;Tidak Bekerja;98;0
103813;MAZDA CX-60;1188800000;618176000;52,00%;0,04;570624000;11897711,07;46891859;48;25,4;Tidak Ada;Lama;47;Profesional;1;KPR;Tidak Bekerja;98;0
103814;MAZDA CX-9;955500000;401310000;42,00%;0,06;554190000;11559773,93;46510375;48;24,9;Tidak Ada;Baru;47;Profesional;1;Milik Sendiri;Tidak Bekerja;98;0
103818;MAZDA 2;371100000;144729000;39,00%;0,08;226371000;6295841,652;39743600;36;15,8;Tidak Ada;Baru;33;Profesional;1;KPR;Karyawan;100;0
103824;MAZDA CX-30;585500000;187360000;32,00%;0,08;398140000;11073089,73;33024798;36;33,5;Tidak Ada;Baru;27;Profesional;1;Milik Sendiri;Karyawan;83;0
103828;MAZDA 6;717700000;294257000;41,00%;0,06;423443000;7068151,134;9745481;60;72,5;Tidak Ada;Baru;41;Swasta Nasional;1;Orang Tua;Swasta Nasional;55;1
103830;MAZDA CX-3;403300000;205683000;51,00%;0,04;197617000;5492746,875;38995895;36;14,1;Tidak Ada;Baru;30;Profesional;1;KPR; profesional;98;0
103840;MAZDA 3;583800000;227682000;39,00%;0,08;356118000;7431249,232;12423317;48;59,8;Tidak Ada;Lama;42;Karyawan;3;Sewa;Swasta Nasional;65;0
